YEAR,MO,DY,T2M,PRECTOTCORR,RH2M
2025,5,24,28.8,6.5,82.69
2025,5,25,28.58,4.39,86.12
2025,5,26,29.65,12.53,80.02
2025,5,27,29.34,12.73,81.65
2025,5,28,27.95,26.63,91.55
2025,5,29,28.01,106.07,92.79
2025,5,30,28.48,60.14,91.13
2025,5,31,28.69,26.13,93.78
2025,6,1,29.73,4.63,87.91
2025,6,2,30.35,0.97,84.29
2025,6,3,30.39,1.77,81.43
2025,6,4,30.02,4.08,80.4
2025,6,5,29.64,6.64,81.2
2025,6,6,29.49,5.46,83.47
2025,6,7,30.12,1.32,77.17
2025,6,8,30.77,0.92,72.16
2025,6,9,30.98,2.43,72.19
2025,6,10,30.76,7.0,78.68
2025,6,11,30.27,5.2,79.86
2025,6,12,29.72,5.11,81.94
2025,6,13,30.49,6.54,79.22
2025,6,14,29.62,3.4,83.41
2025,6,15,29.57,8.89,85.43
2025,6,16,28.43,23.6,88.8
2025,6,17,27.54,21.29,91.86
2025,6,18,27.34,24.07,91.8
2025,6,19,28.28,10.58,87.06
2025,6,20,28.11,20.84,90.36
2025,6,21,28.76,6.02,88.45
2025,6,22,28.03,3.25,91.05
2025,6,23,28.63,10.22,87.65
2025,6,24,28.74,10.03,85.8
2025,6,25,28.22,18.67,87.82
2025,6,26,28.18,9.8,87.66
2025,6,27,28.39,8.75,86.8
2025,6,28,27.76,10.47,88.44
2025,6,29,27.41,5.15,89.99
2025,6,30,28.22,8.67,86.93
2025,7,1,28.32,14.53,87.52
2025,7,2,27.86,12.42,88.17
2025,7,3,27.86,12.76,89.1
2025,7,4,27.96,17.58,89.61
2025,7,5,27.58,21.22,90.59
2025,7,6,27.21,18.87,91.66
2025,7,7,26.7,30.16,93.6
2025,7,8,26.21,39.88,95.35
2025,7,9,26.21,55.38,95.44
2025,7,10,27.0,23.8,92.76
2025,7,11,28.24,4.49,89.74
2025,7,12,29.13,4.56,87.38
2025,7,13,28.9,7.28,90.05
2025,7,14,-999.0,-999.0,-999.0
2025,7,15,-999.0,-999.0,-999.0
2025,7,16,-999.0,-999.0,-999.0
